,address,Avg min between sent tnx,Avg min between received tnx,Time Diff between first and_last (Mins),Sent_tnx,Received_tnx,NumberofCreated_Contracts,UniqueReceivedFrom_Addresses,UniqueSentTo_Addresses20,MinValueReceived,MaxValueReceived,AvgValueReceived5Average,MinValSent,MaxValSent,AvgValSent,MinValueSentToContract,MaxValueSentToContract,AvgValueSentToContract,TotalTransactions(IncludingTnxtoCreate_Contract),TotalEtherSent,TotalEtherReceived,TotalEtherSent_Contracts,TotalEtherBalance,TotalERC20Tnxs:,ERC20TotalEther_Received:,ERC20TotalEther_Sent:,ERC20TotalEtherSentContract:,ERC20UniqSent_Addr:,ERC20UniqRec_Addr:,ERC20UniqRecContractAddr:,ERC20AvgTimeBetweenSent_Tnx,ERC20AvgTimeBetweenRec_Tnx,ERC20AvgTimeBetweenContract_Tnx,ERC20MinVal_Rec,ERC20MaxVal_Rec,ERC20AvgVal_Rec,ERC20MinVal_Sent,ERC20MaxVal_Sent,ERC20AvgVal_Sent,ERC20UniqSentTokenName,ERC20UniqRecTokenName,ERC20MostSentTokenType,ERC20MostRecTokenType
10,0xf650c3d88d12db855b8bf7d11be6c55a4e07dcc9,0,434.154414,5670831,0,9890,1,3135,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,1000,3287242710670446,5.15682E+15,966145627352704,143,136,83,4992.140845,5437.789272,3040.617257,200,999644107844110,12594799657741,600,999644107844110,18157815100108,2,2,Compound USDT,Tether USD
11,0xc11b1268c1a384e55c48c2391d8d480264a3a7f4,0,3527.239976,35013696,0,9927,1,2771,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,1000,25000000000177860570970,597404454915,800211873522081,162,148,45,6036.997487,6482.616216,10386.69869,1,2.5E+22,6.76E+19,0,400000000000,1501016218,2,3,Compound Wrapped BTC,Wrapped BTC
12,0x6b175474e89094c44da98b954eedeac495271d0f,0,133.9063851,1331699,0,9946,0,4517,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,1000,791835938177583536129152516394295,3.92282E+22,60832386225652369428160,199,519,79,29.21,123019.5792,966802.4643,0,791835936528962747226978135884216,1.11E+30,1.23E+18,2.49E+20,1.96E+20,1,46,DAIBlack.com,Dai Stablecoin
13,0x9b869c2eaae08136c43d824ea75a2f376f1aa983,0,390210.1237,37886158,0,98,1,16,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,782,73648129958589861863128,53552075120932334514605,20096054837657527348523,20,18,1,95037.7455,97052.26154,0,1E+17,20096054837657527348523,1.89E+20,1E+17,6.8445E+21,1.38E+20,1,1,Dai Stablecoin,Dai Stablecoin
14,0x431ad2ff6a9c365805ebad47ee021148d6f7dbe0,0,3610.044817,35767371,0,9908,1,2717,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,6,848435183108799579197,0,0,0,4,0,0,1637482.2,0,856420144564,747241601395959290069,1.70E+20,0,0,0,0,5,0,dForce
15,0x59459a7fdf11a341bb14413cca51850f072901cc,0,43634.5,25833170,0,593,1,135,0,0,0,0,0,0,0,0,0,0,648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0x80fb784b7ed66730e8b1dbd9820afd29931aab03,0,604.3906462,6451721,0,9580,1,5291,0,0,2.708E+21,0,0,0,0,0,0,0,10000,0,0,0,0,198,110783050419509871800820537,1E+20,6564534348920648553506,1,130,13,0,826585.4382,5296628.412,0,8.88889E+25,6.22E+23,1E+20,1E+20,0,1,60,blockwell.ai KYC Casper Token,EthLend
17,0x493c57c4763932315a328269e1adad09653b9081,0,17829.17506,87972485,0,4925,1,1164,0,0,2414361432000000000019,0,0,0,0,0,0,0,5339,0,0,0,0,1000,699544912039708154569579,522045696291401942491504,427621550907554701061558,49,75,36,29339.45455,4705.382246,7245.540616,28774572024829,239260732545959741903032,1.27E+21,150619125167751428,7.29E+22,5.93E+21,1,1,Dai Stablecoin,Dai Stablecoin
18,0x77f973fcaf871459aa58cd81881ce453759281bc,0,3564.847791,31315491,0,8785,1,1711,0,0,6E+21,0,0,0,0,0,0,0,10000,0,0,0,0,1000,1224080666602598400334,1.06E+18,2032071456353843180392,2,25,2,1056901,21681.22204,32762.81818,3750918626,766923505208273457632,2.04E+18,1E+16,1E+18,5.30E+17,1,1,Wrapped Ether,Wrapped Ether
19,0x1cc9567ea2eb740824a45f8026ccf8e46973234d,0,287924.9739,77163901,0,269,1,81,0,0,15528691573502800286,0,0,0,0,0,0,0,281,0,0,0,0,779,1318821668671809058779028,1340926083838899893408395,641198862951978713990023,75,84,6,649883.2121,63984.61233,155160.5426,114843578235,265905136477284792292821,2.90E+21,7463827711708255,265910488170582997260546,1.35E+22,1,3,KyberNetwork,KyberNetwork
20,0x1d496da96caf6b518b133736beca85d5c4f9cbc5,0,183613.4749,80422727,0,439,1,127,0,0,2792983711005026703,0,0,0,0,0,0,0,449,0,0,0,0,1000,639512548195237158987198,581287942766658905591400,278274470563206538359243,60,95,7,134313.31,25981.82982,56241.22857,14582943154,294886394327286158327557,1.04E+21,161797054268694467,294933301174646871704517,5.81E+21,1,1,ChainLink Token,ChainLink Token
21,0xbd56e9477fc6997609cf45f84795efbdac642ff1,0,714474.2407,77163346,0,109,1,17,0,0,125555663058894654,0,0,0,0,0,0,0,112,0,0,0,0,149,9846986372037677901998,9806452017477749373556,368807125082222779416,11,27,7,2794857,415729.4933,602203.3061,10051403307,3.8E+21,1.31E+20,2031465851001,2813000777599954962238,4.46E+20,1,3,Reputation,Reputation
22,0x14094949152eddbfcd073717200da82fed8dc960,0,25411.30721,65371852,0,2527,1,683,0,0,823050590979440429928,0,0,0,0,0,0,0,2630,0,0,0,0,1000,292184333741165452798451,148027669719911243533187,1088585543654540041525568,15,45,1,153082.8333,7599.88447,8447.795506,12201578351946,1.25E+23,5.53E+20,3E+16,9.28E+22,6.17E+21,1,1,Sai Stablecoin v1.0,Sai Stablecoin v1.0
23,0x49f4592e641820e928f9919ef4abd92a719b4b49,0,167268.0214,62739662,0,375,1,121,0,0,12288565790319084376,0,0,0,0,0,0,0,392,0,0,0,0,853,338102886658132186030108,466676663770291680497277,142461086656397332272164,108,109,4,153094.6839,37156.88257,158648.687,4900373257206,8E+22,6.20E+20,7524118142965371,100005103576098358663608,2.68E+21,1,3,Synth sUSD,Synth sUSD
24,0xf013406a0b1d544238083df0b93ad0d2cbe0f65f,0,88580.22434,97526901,0,1102,1,286,0,0,661989141608278593107,0,0,0,0,0,0,0,1207,0,0,0,0,1000,10000772173702578,691099786308,1121045953535215546086,32,59,8,96013.85606,20187.76959,56672.98238,33,1E+16,15675191494832,999994,60511167359,5235604442,1,2,USD Coin,USD Coin
25,0xba9262578efef8b3aff7f60cd629d6cc8859c8b5,0,148108.8407,77164775,0,522,1,122,0,0,1078348447386888460,0,0,0,0,0,0,0,545,0,0,0,0,1000,49950000005358083276,2067155099,989495351093145937,26,79,4,456325.8235,32443.35017,51138.4607,1,4.995E+19,8.41E+16,51021,478285413,60798679.38,1,2,Wrapped BTC,Wrapped BTC
26,0xa7eb2bc82df18013ecc2a6c533fc29446442edee,0,272660.1908,77162873,0,284,1,56,0,0,0,0,0,0,0,0,0,0,299,0,0,0,0,529,644670205063316079843668,630604493079852785518723,183760054371082834923043,46,77,6,597583,137900.3469,214999.4198,10000000000,2.23225E+23,2.19E+21,1000000008444709302,173225010832536567566025,6.24E+21,1,5,ZRX,ZRX
27,0x16de59092dae5ccf4a1e6439d611fd0653f0bd01,0,3701.622402,35261787,0,9527,1,3594,0,0,7.54502E+16,0,0,0,0,0,0,0,10000,0,0,0,89224581754162338,1000,8709700292967296812680189,3662548330328373100374898,19287997682756532701509289,60,193,21,7915.069307,1941.648058,1652.570248,0,796214837116496767881854,2.11E+22,245420263333209445,1536590174827133106271580,3.63E+22,3,3,Dai Stablecoin,Dai Stablecoin
28,0xf61718057901f84c4eec4339ef8f0d86d2b45600,0,40257.0963,88203534,0,2192,1,1041,0,0,9.85655E+16,0,0,0,0,0,0,0,2290,0,0,0,9.85655E+16,1000,2000229213669213219431396,274810730635403664489968,5425470951197938778055960,32,37,15,49689.9011,28442.49057,6143.111111,0,564682761707347196520830,1.26E+22,38783525068053704,57916281208938491141848,3.02E+21,3,3,Aave Interest bearing SUSD,Aave Interest bearing SUSD
29,0x73a052500105205d34daf004eab301916da8190f,0,24814.36655,87396458,0,3523,1,1569,0,0,0,0,0,0,0,0,0,0,3710,0,0,0,0,1000,3118248849778989970748807,1939530627320711856861239,7236823321720161246795981,66,19,10,7157.62439,6056.791837,2713.480804,0,222047778611910926293339,1.27E+22,13199404897145,199658824543502157150447,9.46E+21,2,2,Aave Interest bearing TUSD,Aave Interest bearing TUSD
30,0xd6ad7a6750a7593e092a9b218d66c0a814a3436e,0,15218.65282,88283722,0,5802,1,2343,0,0,1.2E+17,0,0,0,0,0,0,0,6056,0,0,0,1.2E+17,1000,5339361222586,4256399529519,25293305027029358,41,87,14,10167.15789,5261.321053,1413.713483,0,386847025981,28101901172,29,376846955856,44804205574,3,3,USD Coin,USD Coin
31,0x83f798e925bcd4017eb265844fddabb448f1707d,0,25383.04863,88206419,0,3476,1,1368,0,0,0,0,0,0,0,0,0,0,3644,0,0,0,0,1000,100000007765272864294,4722463432380,17493873519708,54,90,10,5139.714286,2784.444126,2116.786492,0,1E+20,2.87E+17,50,648710190606,24986579007,2,3,Aave Interest bearing USDT,Aave Interest bearing USDT
32,0xf53ad2c6851052a81b42133467480961b2321c09,0,18818.24329,144411199,0,7675,0,3628,0,0,0,0,0,0,0,0,0,0,7698,0,0,0,0,6,10200001000000118000000,0,0,0,4,0,0,13336254.6,0,8000000,1.01E+22,2.04E+21,0,0,0,0,6,0,CanYaCoin
33,0xea8b224edd3e342deb514c4176c2e72bcce6fff9,0,283649.0058,97010136,0,343,1,85,0,0,0,0,0,0,0,0,0,0,386,0,0,0,0,421,36596986436274768118122,40005083740478730291588,73112088032838442902870,51,63,2,906463.4673,47994.93388,510482.0579,1,1.27442E+22,3.02E+20,152410085754,1.0659E+22,3.74E+20,2,2,Sai Stablecoin v1.0,Sai Stablecoin v1.0
34,0x88c64a7d2ecc882d558dd16abc1537515a78bb7d,0,2621994.222,94391923,0,37,1,22,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,1,0,0,7049773422,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0x8a8079c7149b8a1611e5c5d978dca3be16545f83,0,12779719,38339186,0,4,1,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,0xf6e9b246319ea30e8c2fa2d1540aaebf6f9e1b89,0,1240065,2480314,0,3,1,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,0xafd870f32ce54efdbf677466b612bf8ad164454b,0,1255284.644,56487907,0,46,1,37,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,0xd6014ea05bde904448b743833ddf07c3c7837481,0,82423.78028,95282016,0,1157,1,783,0,0,0,0,0,0,0,0,0,0,1183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,0x336213e1ddfc69f4701fc3f86f4ef4a160c1159d,0,5467377.4,54673831,0,11,1,5,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,0xcb98f42221b2c251a4e74a1609722ee09f0cc08e,0,12770744.33,38312306,0,4,1,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,0x14d10003807ac60d07bb0ba82caeac8d2087c157,0,3354121.813,53666005,0,17,1,12,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,0xf4eebdd0704021ef2a6bbe993fdf93030cd784b4,0,7662640,38313249,0,6,1,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,0xd50c1746d835d2770dda3703b69187bffeb14126,0,9584589.75,38338402,0,5,1,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,0xa9859874e1743a32409f75bb11549892138bba1e,0,29886.22958,98804043,0,3307,1,1973,0,0,0,0,0,0,0,0,0,0,3346,0,0,0,0,3,10011100000000000003800,0,0,0,3,0,0,21507698,0,1000000000000003800,1E+22,5.01E+21,0,0,0,0,3,0,Shuffle.Monster V3
45,0x2d7ac061fc3db53c39fe1607fb8cec1b2c162b01,0,3114526.438,49832492,0,17,1,12,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,1,2E+20,0,0,0,1,0,0,0,0,2E+20,2E+20,0,0,0,0,0,1,0,Parsiq Token
46,0x79da1431150c9b82d2e5dfc1c68b33216846851e,0,2323905.091,25562995,0,12,1,6,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,0xc5807183a9661a533cb08cbc297594a0b864dc12,0,3035991.444,54647950,0,19,1,11,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,0x4adf728e2df4945082cdd6053869f51278fae196,0,19168962.5,38338027,0,3,1,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,0x27269b3e45a4d3e79a3d6bfee0c8fb13d0d711a6,0,2374200.429,49858252,0,22,1,17,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,0x8deef89058090ac5655a99eeb451a4f9183d1678,0,3644885.067,54673402,0,16,1,9,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,0xe36e2d3c7c34281fa3bc737950a68571736880a1,0,1519324.778,82043603,0,55,1,42,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,0xf48e200eaf9906362bb1442fca31e0835773b8b4,0,312671.2866,98179021,0,315,1,145,0,0,0,0,0,0,0,0,0,0,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,0x36a2422a863d5b950882190ff5433e513413343a,0,1315934.5,5263782,0,5,1,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,0x617aecb6137b5108d1e7d4918e3725c8cebdb848,0,473103.5561,92728360,0,197,1,141,0,0,0,0,0,0,0,0,0,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,0xfe18be6b3bd88a2d2a7f928d00292e7a9963cfc6,0,19824.00494,100368994,0,5064,1,2888,0,0,0,0,0,0,0,0,0,0,5151,0,0,0,0,2,256411588049,0,0,0,2,0,0,13548189,0,1331639,256410256410,256411588049,0,0,0,0,2,0,JEX Token
56,0xeabacd844a196d7faf3ce596edebf9900341b420,0,5115357,66499704,0,14,1,8,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,0x0f83287ff768d1c1e17a42f44d644d7f22e8ee1d,0,437389.8991,99724964,0,229,1,193,0,0,0,0,0,0,0,0,0,0,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,0xfe33ae95a9f0da8a845af33516edc240dcd711d6,0,14136103.75,56544570,0,5,1,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,0xe1afe1fd76fd88f78cbf599ea1846231b8ba3b6b,0,187709.749,94230355,0,503,1,411,0,0,0,0,0,0,0,0,0,0,526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,0x88c8cf3a212c0369698d13fe98fcb76620389841,0,3079091.538,40028253,0,14,1,11,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,0x22602469d704bffb0936c7a7cfcd18f7aa269375,0,3387290.25,40647563,0,13,1,8,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,0x5e74c9036fb86bd7ecdcb084a0673efc32ea31cb,0,6851.383306,67225801,0,9813,1,5074,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,7,10616886666660000003799,0,109449600,0,5,2,0,21423519.25,6221721,99999999999999999,1E+22,2.65E+21,0,0,0,0,5,0,Shuffle.Monster V3
63,0xd71ecff9342a5ced620049e616c5035f1db98620,0,32430.087,100273924,0,3093,1,1796,0,0,0,0,0,0,0,0,0,0,3136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,0x23348160d7f5aca21195df2b70f28fce2b0be9fc,0,9677696.5,38710867,0,5,1,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,0x97fe22e7341a0cd8db6f6c021a24dc8f4dad855f,0,566388.4294,100250849,0,178,1,156,0,0,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,0xf6b1c627e95bfc3c1b4c9b825a032ff0fbf3e07d,0,799021.792,99877875,0,126,1,102,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,0xbbc455cb4f1b9e4bfc4b73970d360c8f032efee6,0,149347.3721,95134298,0,638,1,465,0,0,0,0,0,0,0,0,0,0,652,0,0,0,0,5,7.281E+21,0,3200000000000,0,3,2,0,41404419,2193101,2E+18,5.555E+21,3.64E+21,0,0,0,0,3,0,ChainLink Token
68,0xc14103c2141e842e228fbac594579e798616ce7a,0,2623728.526,49850906,0,20,1,15,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,0x757de3ac6b830a931ef178c6634c5c551773155c,0,6385485.833,38312960,0,7,1,5,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,0xf2e08356588ec5cd9e437552da87c0076b4970b0,0,3215958.235,54671428,0,18,1,14,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,0x57ab1ec28d129707052df4df418d58a2d46d5f51,0,2409.763129,23907280,0,9922,1,3898,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,10,28122727519116094125554,0,1089321321069432000009,0,6,2,0,9506304.714,91050788,312000000,1.6982E+22,4.02E+21,0,0,0,0,8,0,Synth sETH
72,0x6a22e5e94388464181578aa7a6b869e00fe27846,0,418486.6229,98762914,0,237,1,159,0,0,0,0,0,0,0,0,0,0,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,0x261efcdd24cea98652b9700800a13dfbca4103ff,0,69848.98074,97928375,0,1403,1,860,0,0,0,0,0,0,0,0,0,0,1433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,0x5299d6f7472dcc137d7f3c4bcfbbb514babf341a,0,1565186.69,45390621,0,30,1,25,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,0xa2b0fde6d710e201d0d608e924a484d1a5fed57c,0,1261540.059,85784850,0,69,1,44,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,1,5E+17,0,0,0,1,0,0,0,0,5E+17,5E+17,0,0,0,0,0,1,0,Uniswap
76,0x2e59005c5c0f0a4d77cca82653d48b46322ee5cd,0,3215556.471,54664607,0,18,1,12,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f,0,2260.661194,21892247,0,9685,1,4870,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,26,5125962053006350503185173,0,10000001378443301,0,21,3,0,3463921.429,20274665.67,96,5E+24,2.44E+23,0,0,0,0,20,0,Aave Token
78,0x1fcdce58959f536621d76f5b7ffb955baa5a672f,0,2173.2083,28968924,0,9953,1,2341,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,6,704651321439816324275861,0,0,0,6,0,0,9218399.4,0,1000000,704534321439816323275861,1.41E+23,0,0,0,0,5,0,The Force Token
79,0x9d25057e62939d3408406975ad75ffe834da4cdd,0,101742.3412,17296468,0,171,1,46,0,0,0,0,0,0,0,0,0,0,189,0,0,0,0,653,4066391583184357532443819,3751759549852961055904573,11216185190455530633472482,39,48,4,145248.6218,71768.45643,59642.06207,0,4.33451E+23,1.69E+22,100002804687038047,423799825439725209049327,3.15E+22,3,5,Fulcrum DAI iToken,Fulcrum DAI iToken
80,0x36324b8168f960a12a8fd01406c9c78143d41380,0,717038.0476,15058116,0,22,1,6,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,88,10770143400137535081199,10721829282557665854176,12296499420235417268964,6,7,2,1003850.133,327343.4565,627408.2917,0,3E+21,2.34E+20,1000000047199191401,3000013139687141532099,7.15E+20,3,3,Aave Interest bearing SUSD,Aave Interest bearing SUSD
81,0xa2609b2b43ac0f5ebe27deb944d2a399c201e3da,0,371052.2338,28571172,0,78,1,20,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,295,582560266542,582750524672,5.66789E+15,19,20,7,95326.26829,54460.23611,21905.7933,0,267936122141,8091114813,980060,258036589559,14213427431,3,3,USD Coin,USD Coin
82,0xa1787206d5b1be0f432c4c4f96dc4d1257a1dd14,0,32296.19231,1679547,0,53,1,14,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,205,100000001089693147308,1090233562734,1089692056143,14,16,1,43054.61538,14861.9646,33588.04,0,1E+20,8.85E+17,1000001,185008641410,27954706737,2,3,Aave Interest bearing USDT,Aave Interest bearing USDT
